OpportunityID,Name,AccountID,LeadID,Stage,Probability,EstimatedValue,ExpectedCloseDate,ActualCloseDate,Status,Description,OwnerID,CreatedOn,ModifiedOn
OPP-284,Mobile First Strategy,ACC-004,LEAD-079,Discovery,90,59024,2025-11-08,2025-01-17,Won,Develop a mobile-first strategy to optimize digital experiences for mobile users.,USER-001,2024-12-27,2025-01-17
OPP-285,Phishing Simulation,ACC-004,LEAD-080,Follow Up,60,46949,2025-08-14,,In Progress,Conduct simulated phishing campaigns to educate employees on recognizing and avoiding phishing attacks.,USER-002,2024-12-24,2025-01-16
OPP-286,ERP Implementation - TechCorp,ACC-001,LEAD-081,Connected,90,28331,2025-06-17,,In Progress,"Comprehensive ERP system implementation for TechCorp, including requirements gathering, configuration, data migration, testing, and user training.",USER-004,2024-12-28,2024-12-28
OPP-287,Cloud-Based ERP Upgrade,ACC-002,LEAD-081,Discovery,60,23700,2025-04-27,,In Progress,"Upgrade existing on-premise ERP to a cloud-based solution, improving scalability and accessibility.",USER-004,2025-01-05,2025-01-13
OPP-288,ERP Customization & Integration,ACC-001,LEAD-081,Discovery,60,49240,2025-07-21,2025-01-25,Won,Customize and integrate the ERP system with existing business applications and third-party tools.,USER-004,2025-01-08,2025-01-25
OPP-289,ERP Data Migration Project,ACC-003,LEAD-081,Follow Up,90,8320,2025-02-22,2025-02-06,Cancelled,"Plan and execute the migration of legacy data to the new ERP system, ensuring data integrity and accuracy.",USER-004,2025-01-09,2025-02-06
OPP-290,Post-Implementation ERP Support,ACC-002,LEAD-081,Follow Up,30,12793,2025-03-03,2025-01-19,Won,"Provide ongoing support and maintenance for the implemented ERP system, addressing user issues and system enhancements.",USER-004,2025-01-09,2025-01-19
OPP-291,ERP Security Enhancement,ACC-002,LEAD-081,Follow Up,60,54977,2025-08-14,2025-01-27,Won,"Implement security measures to protect sensitive data within the ERP system, including access control and encryption.",USER-004,2025-01-14,2025-01-27
OPP-292,ERP Training & Adoption Program,ACC-004,LEAD-081,Follow Up,60,46334,2025-07-02,,In Progress,Develop and deliver training programs to ensure user adoption and effective utilization of the ERP system.,USER-004,2025-01-19,2025-01-24
OPP-293,ERP Implementation - TechCorp,ACC-002,LEAD-082,Follow Up,60,40579,2025-04-10,2025-02-04,Won,"Comprehensive ERP system implementation for TechCorp, including requirements gathering, configuration, data migration, testing, and user training.",USER-004,2025-01-14,2025-02-04
OPP-294,Cloud-Based ERP Upgrade,ACC-001,LEAD-082,Discovery,60,11141,2025-07-18,,In Progress,"Upgrade existing on-premise ERP to a cloud-based solution, improving scalability and accessibility.",USER-004,2025-01-23,2025-02-15
OPP-295,Network Infrastructure,ACC-004,LEAD-084,Follow Up,60,57239,2025-07-01,2025-03-07,Won,"Comprehensive audit of network devices, firewalls, and intrusion detection systems to identify security vulnerabilities.",USER-002,2025-02-17,2025-03-07
OPP-296,Web Application,ACC-001,LEAD-084,Connected,90,38755,2025-08-01,2025-02-26,Won,"Detailed assessment of web application security, including OWASP top 10 vulnerabilities.",USER-002,2025-02-23,2025-02-26
OPP-297,Cloud Environment,ACC-003,LEAD-084,Connected,30,31969,2025-04-14,,In Progress,"Evaluation of security controls within cloud environments (AWS, Azure, GCP) to ensure data protection.",USER-002,2025-02-27,2025-03-27
OPP-298,Data Security and Privacy,ACC-004,LEAD-084,Discovery,30,56033,2025-06-05,,In Progress,"Audit of data storage, transmission, and access controls to ensure data security and privacy compliance.",USER-002,2025-03-06,2025-03-24
OPP-299,Compliance (PCI DSS),ACC-002,LEAD-084,Follow Up,60,48956,2025-12-01,,In Progress,Audit to ensure compliance with Payment Card Industry Data Security Standard (PCI DSS).,USER-002,2025-03-07,2025-03-16
OPP-300,Ransomware Attack,ACC-002,LEAD-085,Connected,30,35168,2025-04-21,2025-03-09,Cancelled,"Respond to and contain ransomware attacks, including data recovery and system restoration.",USER-003,2025-02-16,2025-03-09
OPP-301,Web Application,ACC-003,LEAD-086,Discovery,60,28887,2025-12-05,2025-01-14,Cancelled,Simulate real-world attacks against web applications to identify vulnerabilities and weaknesses.,USER-001,2025-01-13,2025-01-14
OPP-302,Mobile Application,ACC-003,LEAD-086,Connected,30,13423,2025-04-11,,In Progress,Assess the security of mobile applications by simulating attacks on both the client and server sides.,USER-001,2025-01-17,2025-01-31
OPP-303,Network Infrastructure,ACC-004,LEAD-086,Connected,90,47136,2025-03-28,2025-01-24,Cancelled,"Evaluate the security of network devices, firewalls, and intrusion detection systems through simulated attacks.",USER-001,2025-01-17,2025-01-24
OPP-304,Cloud Environment,ACC-002,LEAD-086,Discovery,30,8701,2025-03-03,2025-02-10,Won,"Conduct penetration testing of cloud environments (AWS, Azure, GCP) to identify misconfigurations and vulnerabilities.",USER-001,2025-01-26,2025-02-10
OPP-305,Infrastructure as a Service (IaaS),ACC-004,LEAD-088,Discovery,60,30602,2025-07-23,,In Progress,"Migrate on-premises infrastructure to IaaS cloud platforms, improving scalability and flexibility.",USER-008,2025-02-04,2025-02-08
OPP-306,Platform as a Service (PaaS),ACC-003,LEAD-088,Connected,30,38049,2025-09-23,,In Progress,"Migrate application development and deployment to PaaS cloud platforms, accelerating development cycles.",USER-008,2025-02-07,2025-02-22
OPP-307,Software as a Service (SaaS),ACC-001,LEAD-088,Follow Up,90,45836,2025-08-31,,In Progress,"Migrate business applications to SaaS cloud platforms, reducing maintenance and operational overhead.",USER-008,2025-02-10,2025-02-17
OPP-308,Hybrid Cloud Implementation,ACC-004,LEAD-088,Follow Up,60,18874,2025-07-04,2025-03-06,Won,"Implement a hybrid cloud environment, integrating on-premises and cloud resources for optimal performance.",USER-008,2025-02-13,2025-03-06
OPP-309,Data Migration & Integration,ACC-003,LEAD-088,Discovery,30,51706,2025-08-20,,In Progress,"Migrate and integrate data from on-premises systems to the cloud, ensuring data consistency and accessibility.",USER-008,2025-02-15,2025-03-04
OPP-310,Application Modernization,ACC-001,LEAD-088,Connected,60,15487,2026-02-01,2025-03-08,Won,"Modernize legacy applications during cloud migration, leveraging cloud-native technologies.",USER-008,2025-02-21,2025-03-08
OPP-311,Security and Compliance,ACC-003,LEAD-088,Discovery,60,49644,2025-11-04,,In Progress,"Implement security and compliance measures during cloud migration, protecting sensitive data and meeting regulatory requirements.",USER-008,2025-02-26,2025-03-13
OPP-312,Cost Optimization,ACC-002,LEAD-088,Connected,60,45504,2025-04-06,2025-03-19,Won,"Optimize cloud costs during migration, identifying and eliminating unnecessary expenses.",USER-008,2025-03-05,2025-03-19
OPP-313,Phishing Simulation,ACC-003,LEAD-089,Follow Up,90,15958,2025-05-09,2025-03-05,Won,Conduct simulated phishing campaigns to educate employees on recognizing and avoiding phishing attacks.,USER-009,2025-02-22,2025-03-05
OPP-314,Ransomware Prevention,ACC-003,LEAD-089,Follow Up,30,9264,2025-06-19,,In Progress,"Train employees on how to prevent ransomware attacks, including recognizing malicious emails and downloads.",USER-009,2025-02-23,2025-03-14
OPP-315,Password Security,ACC-004,LEAD-089,Follow Up,60,25817,2025-08-19,,In Progress,"Educate employees on creating strong passwords, using password managers, and avoiding password reuse.",USER-009,2025-03-01,2025-03-16
OPP-316,Data Privacy and GDPR,ACC-004,LEAD-089,Discovery,30,46167,2026-02-22,,In Progress,"Provide training on data privacy regulations, including GDPR, and best practices for protecting sensitive data.",USER-009,2025-03-09,2025-03-17
OPP-317,Social Engineering Awareness,ACC-001,LEAD-089,Follow Up,60,41983,2025-04-10,2025-04-01,Cancelled,"Train employees on recognizing and avoiding social engineering tactics, such as pretexting and baiting.",USER-009,2025-03-10,2025-04-01
OPP-318,Mobile Device Security,ACC-004,LEAD-089,Connected,90,44268,2025-07-22,,In Progress,"Educate employees on securing mobile devices, including using strong passcodes and avoiding unsecured Wi-Fi.",USER-009,2025-03-16,2025-04-08
OPP-319,Remote Work Security,ACC-002,LEAD-089,Discovery,30,17863,2026-03-17,2025-04-11,Cancelled,"Provide training on security best practices for remote work, including using VPNs and securing home networks.",USER-009,2025-03-20,2025-04-11
OPP-320,Insider Threat Awareness,ACC-002,LEAD-089,Follow Up,30,15228,2025-08-12,2025-04-10,Won,"Train employees on recognizing and reporting insider threats, such as data exfiltration and sabotage.",USER-009,2025-03-27,2025-04-10
OPP-321,Firewall Implementation,ACC-001,LEAD-091,Connected,30,32886,2025-05-19,,In Progress,Implement and configure firewalls to control network traffic and protect against unauthorized access.,USER-006,2025-02-27,2025-03-17
OPP-322,Intrusion Detection/Prevention System (IDS/IPS),ACC-003,LEAD-091,Follow Up,30,59012,2025-10-23,,In Progress,Deploy IDS/IPS systems to detect and prevent network intrusions and malicious activity.,USER-006,2025-03-07,2025-03-29
OPP-323,Virtual Private Network (VPN) Deployment,ACC-003,LEAD-091,Follow Up,30,22900,2026-02-01,,In Progress,Deploy VPN solutions to provide secure remote access to network resources.,USER-006,2025-03-15,2025-04-14
OPP-324,Security Information and Event Management (SIEM),ACC-001,LEAD-091,Discovery,30,23345,2026-01-03,2025-03-30,Cancelled,"Implement SIEM solutions to collect, analyze, and correlate security logs and events.",USER-006,2025-03-21,2025-03-30
OPP-325,Network Access Control (NAC),ACC-001,LEAD-091,Follow Up,60,40171,2025-11-07,,In Progress,Implement NAC solutions to control access to network resources based on user and device identity.,USER-006,2025-03-25,2025-04-19
OPP-326,Customer Behavior Analysis,ACC-004,LEAD-092,Connected,60,40499,2025-06-10,2025-01-01,Cancelled,"Develop analytics solutions to understand customer behavior, segmentation, and purchasing patterns.",USER-017,2024-12-21,2025-01-01
OPP-327,Sales Performance Optimization,ACC-003,LEAD-092,Connected,30,14180,2025-03-09,2025-01-12,Won,"Implement analytics to optimize sales processes, identify top performers, and improve revenue generation.",USER-017,2024-12-29,2025-01-12
OPP-328,Marketing Campaign Effectiveness,ACC-004,LEAD-092,Discovery,90,13889,2025-08-26,,In Progress,"Analyze marketing campaign data to measure effectiveness, ROI, and optimize future campaigns.",USER-017,2025-01-07,2025-01-09
OPP-329,Supply Chain Optimization,ACC-001,LEAD-092,Follow Up,60,44924,2025-09-12,,In Progress,"Apply analytics to optimize inventory management, logistics, and supply chain efficiency.",USER-017,2025-01-07,2025-02-04
OPP-330,Financial Forecasting,ACC-004,LEAD-092,Follow Up,90,42211,2025-10-21,2025-01-19,Cancelled,"Build predictive models for financial forecasting, budgeting, and financial risk assessment.",USER-017,2025-01-12,2025-01-19
OPP-331,Operational Efficiency Improvement,ACC-004,LEAD-092,Connected,90,10159,2025-07-26,2025-01-28,Won,"Develop analytics to identify bottlenecks, improve process efficiency, and reduce operational costs.",USER-017,2025-01-17,2025-01-28
OPP-332,Phishing Simulation,ACC-004,LEAD-093,Discovery,90,20102,2025-12-25,2024-12-26,Won,Conduct simulated phishing campaigns to educate employees on recognizing and avoiding phishing attacks.,USER-004,2024-12-26,2024-12-26
OPP-333,Ransomware Prevention,ACC-001,LEAD-093,Follow Up,60,30463,2025-12-16,2025-01-05,Won,"Train employees on how to prevent ransomware attacks, including recognizing malicious emails and downloads.",USER-004,2025-01-02,2025-01-05
OPP-334,Password Security,ACC-001,LEAD-093,Discovery,90,42606,2025-10-15,2025-01-18,Cancelled,"Educate employees on creating strong passwords, using password managers, and avoiding password reuse.",USER-004,2025-01-11,2025-01-18
OPP-335,Data Privacy and GDPR,ACC-002,LEAD-093,Discovery,90,46744,2025-04-19,2025-02-05,Won,"Provide training on data privacy regulations, including GDPR, and best practices for protecting sensitive data.",USER-004,2025-01-20,2025-02-05
OPP-336,Social Engineering Awareness,ACC-003,LEAD-093,Discovery,60,52298,2025-06-28,2025-02-16,Won,"Train employees on recognizing and avoiding social engineering tactics, such as pretexting and baiting.",USER-004,2025-01-21,2025-02-16
OPP-337,Customer Behavior Analysis,ACC-003,LEAD-094,Follow Up,30,15922,2025-09-02,2025-01-01,Cancelled,"Develop analytics solutions to understand customer behavior, segmentation, and purchasing patterns.",USER-016,2024-12-21,2025-01-01
OPP-338,Sales Performance Optimization,ACC-002,LEAD-094,Follow Up,90,13945,2025-03-28,2025-01-21,Won,"Implement analytics to optimize sales processes, identify top performers, and improve revenue generation.",USER-016,2024-12-22,2025-01-21
OPP-339,Marketing Campaign Effectiveness,ACC-003,LEAD-094,Connected,60,40921,2025-06-22,2025-01-15,Cancelled,"Analyze marketing campaign data to measure effectiveness, ROI, and optimize future campaigns.",USER-016,2024-12-23,2025-01-15
OPP-340,Supply Chain Optimization,ACC-002,LEAD-094,Follow Up,60,49728,2025-09-10,2025-01-14,Won,"Apply analytics to optimize inventory management, logistics, and supply chain efficiency.",USER-016,2024-12-29,2025-01-14
OPP-341,Financial Forecasting,ACC-003,LEAD-094,Discovery,90,49750,2025-12-07,2025-01-15,Won,"Build predictive models for financial forecasting, budgeting, and financial risk assessment.",USER-016,2025-01-02,2025-01-15
OPP-342,Operational Efficiency Improvement,ACC-003,LEAD-094,Discovery,60,45508,2025-06-05,,In Progress,"Develop analytics to identify bottlenecks, improve process efficiency, and reduce operational costs.",USER-016,2025-01-10,2025-02-08
OPP-343,Risk Management Analytics,ACC-001,LEAD-094,Discovery,90,9437,2026-01-06,,In Progress,"Implement analytics for risk assessment, fraud detection, and compliance monitoring.",USER-016,2025-01-13,2025-02-01
OPP-344,Predictive Maintenance,ACC-003,LEAD-094,Follow Up,90,15154,2025-08-10,2025-02-07,Cancelled,Utilize predictive analytics to forecast equipment failures and optimize maintenance schedules.,USER-016,2025-01-15,2025-02-07
OPP-345,Infrastructure as a Service (IaaS),ACC-002,LEAD-095,Follow Up,90,44874,2025-12-17,,In Progress,"Migrate on-premises infrastructure to IaaS cloud platforms, improving scalability and flexibility.",USER-016,2024-12-22,2025-01-19
OPP-346,Platform as a Service (PaaS),ACC-003,LEAD-095,Connected,90,17079,2025-07-30,,In Progress,"Migrate application development and deployment to PaaS cloud platforms, accelerating development cycles.",USER-016,2024-12-28,2025-01-18
OPP-347,Software as a Service (SaaS),ACC-003,LEAD-095,Follow Up,60,49735,2025-04-24,2025-01-18,Cancelled,"Migrate business applications to SaaS cloud platforms, reducing maintenance and operational overhead.",USER-016,2025-01-06,2025-01-18
OPP-348,Hybrid Cloud Implementation,ACC-001,LEAD-095,Discovery,90,55260,2025-12-18,2025-01-29,Cancelled,"Implement a hybrid cloud environment, integrating on-premises and cloud resources for optimal performance.",USER-016,2025-01-12,2025-01-29
OPP-349,Data Migration & Integration,ACC-003,LEAD-095,Follow Up,30,8150,2025-12-03,2025-01-28,Won,"Migrate and integrate data from on-premises systems to the cloud, ensuring data consistency and accessibility.",USER-016,2025-01-19,2025-01-28
OPP-350,Application Modernization,ACC-001,LEAD-095,Connected,60,47844,2025-07-17,,In Progress,"Modernize legacy applications during cloud migration, leveraging cloud-native technologies.",USER-016,2025-01-24,2025-02-22
OPP-351,Security and Compliance,ACC-002,LEAD-095,Connected,60,36026,2025-07-09,2025-02-01,Won,"Implement security and compliance measures during cloud migration, protecting sensitive data and meeting regulatory requirements.",USER-016,2025-01-26,2025-02-01
OPP-352,Customer Experience Enhancement,ACC-003,LEAD-096,Follow Up,90,42072,2025-05-04,2025-01-13,Cancelled,Implement digital solutions to enhance customer experience across all touchpoints.,USER-011,2025-01-08,2025-01-13
OPP-353,Business Process Automation,ACC-004,LEAD-096,Follow Up,30,16262,2025-07-11,2025-02-04,Cancelled,Automate manual business processes using digital technologies to improve efficiency and reduce costs.,USER-011,2025-01-11,2025-02-04
OPP-354,ERP Implementation - TechCorp,ACC-003,LEAD-097,Discovery,60,46243,2025-09-13,,In Progress,"Comprehensive ERP system implementation for TechCorp, including requirements gathering, configuration, data migration, testing, and user training.",USER-008,2025-01-23,2025-02-20
OPP-355,Cloud-Based ERP Upgrade,ACC-004,LEAD-097,Connected,90,17983,2025-11-07,,In Progress,"Upgrade existing on-premise ERP to a cloud-based solution, improving scalability and accessibility.",USER-008,2025-01-24,2025-02-20
OPP-356,ERP Customization & Integration,ACC-002,LEAD-097,Follow Up,30,42113,2025-03-13,2025-02-18,Cancelled,Customize and integrate the ERP system with existing business applications and third-party tools.,USER-008,2025-01-28,2025-02-18
OPP-357,ERP Data Migration Project,ACC-003,LEAD-097,Connected,60,13980,2025-05-13,2025-02-19,Cancelled,"Plan and execute the migration of legacy data to the new ERP system, ensuring data integrity and accuracy.",USER-008,2025-01-30,2025-02-19
OPP-358,Post-Implementation ERP Support,ACC-004,LEAD-097,Connected,60,34770,2025-05-31,2025-02-24,Won,"Provide ongoing support and maintenance for the implemented ERP system, addressing user issues and system enhancements.",USER-008,2025-02-03,2025-02-24
OPP-359,ERP Security Enhancement,ACC-003,LEAD-097,Follow Up,90,16737,2025-04-17,2025-03-05,Cancelled,"Implement security measures to protect sensitive data within the ERP system, including access control and encryption.",USER-008,2025-02-11,2025-03-05
OPP-360,ERP Implementation - TechCorp,ACC-004,LEAD-098,Connected,30,30563,2025-06-22,2025-02-26,Won,"Comprehensive ERP system implementation for TechCorp, including requirements gathering, configuration, data migration, testing, and user training.",USER-015,2025-02-24,2025-02-26
OPP-361,Cloud-Based ERP Upgrade,ACC-003,LEAD-098,Follow Up,90,43949,2025-10-24,2025-03-13,Won,"Upgrade existing on-premise ERP to a cloud-based solution, improving scalability and accessibility.",USER-015,2025-02-27,2025-03-13
OPP-362,ERP Customization & Integration,ACC-002,LEAD-098,Connected,90,52657,2025-04-22,,In Progress,Customize and integrate the ERP system with existing business applications and third-party tools.,USER-015,2025-03-02,2025-03-18
OPP-363,ERP Data Migration Project,ACC-002,LEAD-098,Connected,30,12929,2026-02-14,,In Progress,"Plan and execute the migration of legacy data to the new ERP system, ensuring data integrity and accuracy.",USER-015,2025-03-08,2025-03-28
OPP-364,Post-Implementation ERP Support,ACC-003,LEAD-098,Discovery,60,18157,2025-06-22,,In Progress,"Provide ongoing support and maintenance for the implemented ERP system, addressing user issues and system enhancements.",USER-015,2025-03-14,2025-03-22
OPP-365,ERP Security Enhancement,ACC-002,LEAD-098,Connected,90,32514,2025-04-30,2025-03-27,Won,"Implement security measures to protect sensitive data within the ERP system, including access control and encryption.",USER-015,2025-03-23,2025-03-27
OPP-366,ERP Training & Adoption Program,ACC-002,LEAD-098,Discovery,60,22252,2025-11-03,,In Progress,Develop and deliver training programs to ensure user adoption and effective utilization of the ERP system.,USER-015,2025-03-28,2025-04-23
OPP-367,ERP Process Optimization,ACC-004,LEAD-098,Follow Up,30,38882,2025-06-10,2025-04-11,Won,Analyze existing business processes and optimize them for integration with the new ERP system.,USER-015,2025-04-02,2025-04-11
OPP-368,Global ERP Rollout,ACC-002,LEAD-098,Connected,30,32684,2025-07-26,2025-04-25,Won,"Deploy the ERP system across multiple international locations, addressing regional requirements and regulations.",USER-015,2025-04-05,2025-04-25
OPP-369,ERP Reporting & Analytics Implementation,ACC-002,LEAD-098,Follow Up,30,51667,2025-12-25,2025-04-28,Cancelled,Configure and implement reporting and analytics capabilities within the ERP system to provide actionable insights.,USER-015,2025-04-13,2025-04-28
OPP-370,Phishing Simulation,ACC-002,LEAD-100,Connected,60,53149,2025-05-19,2024-12-28,Won,Conduct simulated phishing campaigns to educate employees on recognizing and avoiding phishing attacks.,USER-007,2024-12-12,2024-12-28
OPP-371,Ransomware Prevention,ACC-004,LEAD-100,Discovery,60,16957,2025-10-05,,In Progress,"Train employees on how to prevent ransomware attacks, including recognizing malicious emails and downloads.",USER-007,2024-12-16,2025-01-06
OPP-372,Password Security,ACC-001,LEAD-100,Follow Up,60,26521,2025-06-01,2024-12-23,Won,"Educate employees on creating strong passwords, using password managers, and avoiding password reuse.",USER-007,2024-12-17,2024-12-23
OPP-373,Data Privacy and GDPR,ACC-003,LEAD-100,Follow Up,30,52958,2025-07-25,2024-12-30,Won,"Provide training on data privacy regulations, including GDPR, and best practices for protecting sensitive data.",USER-007,2024-12-19,2024-12-30
OPP-374,Social Engineering Awareness,ACC-002,LEAD-100,Discovery,90,51829,2025-10-22,2025-01-07,Won,"Train employees on recognizing and avoiding social engineering tactics, such as pretexting and baiting.",USER-007,2024-12-27,2025-01-07
OPP-375,Mobile Device Security,ACC-002,LEAD-100,Discovery,30,36226,2025-06-17,2025-01-10,Cancelled,"Educate employees on securing mobile devices, including using strong passcodes and avoiding unsecured Wi-Fi.",USER-007,2025-01-04,2025-01-10
OPP-376,Remote Work Security,ACC-004,LEAD-100,Connected,90,11539,2025-09-09,,In Progress,"Provide training on security best practices for remote work, including using VPNs and securing home networks.",USER-007,2025-01-12,2025-02-10
OPP-377,Insider Threat Awareness,ACC-001,LEAD-100,Discovery,90,21193,2026-01-10,2025-01-31,Won,"Train employees on recognizing and reporting insider threats, such as data exfiltration and sabotage.",USER-007,2025-01-14,2025-01-31
